timestamp,temperature,humidity,pressure,wind_speed
2021-01-04 13:00:00,2.9,57.1,1013.1,11.6
2021-01-04 14:00:00,3.1,60.8,1013.3,16.7
2021-01-04 15:00:00,3.8,48.2,1013.7,16.2
2021-01-04 16:00:00,4.8,55.0,1012.6,29.3
2021-01-04 17:00:00,5.1,56.9,1012.1,15.9
2021-01-04 18:00:00,5.3,56.8,1010.7,15.3
2021-01-04 19:00:00,4.9,60.5,1010.9,18.5
2021-01-04 20:00:00,6.1,66.2,1009.7,18.3
2021-01-04 21:00:00,5.3,68.6,1009.9,10.9
2021-01-04 22:00:00,4.4,71.6,1009.7,15.7
2021-01-04 23:00:00,4.7,76.7,1010.7,10.6
2021-01-05 00:00:00,3.3,82.1,1010.4,22.1
2021-01-05 01:00:00,2.9,80.1,1008.0,12.8
2021-01-05 02:00:00,1.7,88.1,1009.9,10.8
2021-01-05 03:00:00,0.9,81.2,1008.4,11.1
2021-01-05 04:00:00,-0.1,85.2,1007.0,15.9
2021-01-05 05:00:00,-0.3,83.6,1008.8,11.6
2021-01-05 06:00:00,-0.9,78.6,1008.8,13.6
2021-01-05 07:00:00,-1.7,77.8,1008.6,8.1
2021-01-05 08:00:00,-1.3,77.3,1008.0,10.7
2021-01-05 09:00:00,-0.9,68.6,1007.2,14.0
2021-01-05 10:00:00,-0.6,66.2,1007.3,15.0
2021-01-05 11:00:00,0.2,62.7,1006.8,10.8
2021-01-05 12:00:00,1.9,66.1,1006.7,10.7
2021-01-05 13:00:00,2.7,58.9,1006.1,18.6
2021-01-05 14:00:00,2.7,47.8,1005.0,22.6
2021-01-05 15:00:00,2.7,51.4,1005.6,15.8
2021-01-05 16:00:00,3.9,52.2,1007.4,16.0
2021-01-05 17:00:00,3.9,56.9,1006.8,18.1
2021-01-05 18:00:00,4.4,55.8,1005.6,13.2
2021-01-05 19:00:00,4.2,62.0,1006.5,14.3
2021-01-05 20:00:00,3.9,65.7,1005.9,17.7
2021-01-05 21:00:00,4.6,72.8,1006.0,14.4
2021-01-05 22:00:00,3.7,74.9,1004.1,13.7
2021-01-05 23:00:00,3.7,75.5,1004.0,15.3
2021-01-06 00:00:00,-68.2,80.8,1004.7,17.6
2021-01-06 01:00:00,2.8,86.0,1005.1,14.9
2021-01-06 02:00:00,1.1,83.3,1005.4,10.9
2021-01-06 03:00:00,0.8,87.7,1005.4,13.7
2021-01-06 04:00:00,-0.1,85.5,1004.9,12.9
2021-01-06 05:00:00,-0.4,86.0,1005.4,12.2
2021-01-06 06:00:00,0.2,81.3,1005.8,8.3
2021-01-06 07:00:00,0.6,76.0,1005.6,10.0
2021-01-06 08:00:00,0.7,71.0,1005.3,9.5
2021-01-06 09:00:00,-0.1,70.5,1005.4,11.9
2021-01-06 10:00:00,1.1,66.1,1004.5,13.3
2021-01-06 11:00:00,0.9,62.7,1003.4,9.1
2021-01-06 12:00:00,2.1,59.6,1006.3,13.4
2021-01-06 13:00:00,3.6,57.9,1006.7,17.8
2021-01-06 14:00:00,4.7,59.1,1005.6,20.1
2021-01-06 15:00:00,5.0,56.4,1005.6,12.5
2021-01-06 16:00:00,5.1,59.7,1006.6,19.1
2021-01-06 17:00:00,5.4,61.1,1006.5,17.9
2021-01-06 18:00:00,6.4,62.5,1006.7,13.5
2021-01-06 19:00:00,5.6,67.7,1006.0,14.5
2021-01-06 20:00:00,4.9,67.4,1005.6,21.0
2021-01-06 21:00:00,4.5,70.6,1006.1,26.7
2021-01-06 22:00:00,3.2,69.6,1006.4,15.9
2021-01-06 23:00:00,2.1,79.8,1006.7,16.3
2021-01-07 00:00:00,0.8,79.8,1005.8,9.6
2021-01-07 01:00:00,0.7,86.4,1006.0,8.5
2021-01-07 02:00:00,0.4,83.0,1006.3,10.4
2021-01-07 03:00:00,0.0,90.8,1007.9,9.0
2021-01-07 04:00:00,-0.2,89.7,1006.9,14.0
2021-01-07 05:00:00,0.5,82.9,1008.1,22.8
2021-01-07 06:00:00,1.0,83.1,1006.9,13.9
2021-01-07 07:00:00,0.9,75.4,1007.8,15.9
2021-01-07 08:00:00,1.2,75.1,1008.5,12.4
2021-01-07 09:00:00,1.0,66.4,1009.2,10.8
2021-01-07 10:00:00,1.4,63.4,1009.1,9.4
2021-01-07 11:00:00,1.6,63.9,1009.9,8.6
2021-01-07 12:00:00,1.4,58.3,1010.0,12.6
2021-01-07 13:00:00,2.7,55.7,1007.9,14.2
2021-01-07 14:00:00,3.5,56.9,1010.5,12.5
2021-01-07 15:00:00,4.7,58.7,1010.7,13.9
2021-01-07 16:00:00,6.0,54.9,1010.8,23.0
2021-01-07 17:00:00,6.0,50.9,1011.3,17.3
2021-01-07 18:00:00,5.5,60.0,1011.6,27.0
2021-01-07 19:00:00,5.7,57.0,1012.0,14.9
2021-01-07 20:00:00,6.2,68.0,1012.5,15.7
2021-01-07 21:00:00,5.8,66.8,1014.8,11.1
2021-01-07 22:00:00,5.1,69.8,1012.8,13.0
2021-01-07 23:00:00,3.9,74.4,1013.2,17.8
2021-01-08 00:00:00,3.6,80.4,1012.5,14.7
2021-01-08 01:00:00,2.1,84.9,1013.4,9.2
2021-01-08 02:00:00,1.1,83.0,1014.0,8.0
2021-01-08 03:00:00,0.7,81.2,1014.5,9.7
2021-01-08 04:00:00,0.2,89.2,1014.2,13.8
2021-01-08 05:00:00,-0.8,87.7,1014.1,12.9
2021-01-08 06:00:00,-1.7,74.7,1014.1,13.2
2021-01-08 07:00:00,-1.2,82.2,1014.5,8.4
2021-01-08 08:00:00,-0.6,76.1,1015.6,9.7
2021-01-08 09:00:00,-0.9,73.3,1016.8,14.0
2021-01-08 10:00:00,0.6,64.9,1015.8,8.2
2021-01-08 11:00:00,1.3,60.1,1016.7,9.4
2021-01-08 12:00:00,3.5,63.6,1017.3,24.4
2021-01-08 13:00:00,3.4,61.5,1017.0,12.1
2021-01-08 14:00:00,5.2,56.8,1016.1,23.9
2021-01-08 15:00:00,5.9,56.7,1018.5,17.4
2021-01-08 16:00:00,6.0,55.6,1017.3,18.4
2021-01-08 17:00:00,6.7,58.7,1017.4,18.9
2021-01-08 18:00:00,6.4,66.4,1018.6,15.9
2021-01-08 19:00:00,5.6,61.5,1019.1,29.9
2021-01-08 20:00:00,4.8,68.2,1019.9,15.4
2021-01-08 21:00:00,4.4,68.3,1019.2,12.7
2021-01-08 22:00:00,3.9,69.7,1019.1,13.3
2021-01-08 23:00:00,2.9,80.4,1018.9,14.0
2021-01-09 00:00:00,3.4,86.2,1019.0,8.9
2021-01-09 01:00:00,2.2,79.4,1019.4,8.5
2021-01-09 02:00:00,2.8,84.2,1019.5,16.9
2021-01-09 03:00:00,1.9,80.2,1020.0,11.6
2021-01-09 04:00:00,1.0,90.1,1020.8,12.0
2021-01-09 05:00:00,0.4,77.9,1021.5,11.5
2021-01-09 06:00:00,1.0,76.5,1020.2,10.7
2021-01-09 07:00:00,1.9,80.8,1020.2,16.6
2021-01-09 08:00:00,1.7,76.4,1018.2,11.4
2021-01-09 09:00:00,0.7,72.2,1021.6,10.1
2021-01-09 10:00:00,0.5,64.9,1020.2,9.0
2021-01-09 11:00:00,1.4,61.2,1020.0,9.3
2021-01-09 12:00:00,2.3,58.5,1021.0,17.6
2021-01-09 13:00:00,2.2,53.7,1021.9,19.1
2021-01-09 14:00:00,3.8,55.1,1022.1,16.0
2021-01-09 15:00:00,4.7,59.2,1020.0,15.2
2021-01-09 16:00:00,4.6,55.0,1021.1,18.1
2021-01-09 17:00:00,4.5,58.9,1022.0,30.4
2021-01-09 18:00:00,4.4,63.3,1020.3,22.4
2021-01-09 19:00:00,3.7,64.4,1020.6,14.2
2021-01-09 20:00:00,3.6,61.2,1021.4,11.9
2021-01-09 21:00:00,3.3,65.4,1019.9,40.3
2021-01-09 22:00:00,3.0,70.7,1022.1,19.6
2021-01-09 23:00:00,3.0,73.2,1021.5,19.7
2021-01-10 00:00:00,3.3,82.1,1020.8,8.8
2021-01-10 01:00:00,3.0,79.2,1020.8,15.9
2021-01-10 02:00:00,2.3,85.6,1021.7,9.4
2021-01-10 03:00:00,0.8,86.4,1020.6,11.1
2021-01-10 04:00:00,0.2,86.8,1022.1,19.6
2021-01-10 05:00:00,-0.1,82.2,1020.2,10.9
2021-01-10 06:00:00,-0.7,83.9,1019.9,9.4
2021-01-10 07:00:00,-1.1,78.6,1019.9,10.4
2021-01-10 08:00:00,-1.2,74.1,1019.2,32.6
2021-01-10 09:00:00,-1.0,67.7,1022.1,13.4
2021-01-10 10:00:00,-0.3,69.9,1019.3,8.3
2021-01-10 11:00:00,-0.3,59.7,1019.1,19.7
2021-01-10 12:00:00,0.6,64.6,1018.9,14.4
2021-01-10 13:00:00,1.3,53.7,1018.5,16.9
2021-01-10 14:00:00,1.8,50.7,1017.9,16.7
2021-01-10 15:00:00,1.9,53.8,1019.7,16.7
2021-01-10 16:00:00,2.9,54.2,1018.3,13.8
2021-01-10 17:00:00,4.6,59.5,1019.2,30.8
2021-01-10 18:00:00,3.7,58.1,1018.5,21.5
2021-01-10 19:00:00,3.6,57.1,1018.2,19.2
2021-01-10 20:00:00,3.5,67.4,1018.2,28.5
2021-01-10 21:00:00,3.4,73.1,1016.5,30.0
2021-01-10 22:00:00,4.1,72.8,1016.3,9.4
2021-01-10 23:00:00,4.2,74.3,1016.8,13.6
2021-01-11 00:00:00,3.0,125.0,1017.6,8.6
2021-01-11 01:00:00,0.9,83.1,1016.6,18.8
2021-01-11 02:00:00,-0.9,82.0,1016.2,16.7
2021-01-11 03:00:00,-1.0,87.1,1015.5,10.6
2021-01-11 04:00:00,-0.4,90.1,1015.3,8.5
2021-01-11 05:00:00,0.0,84.2,1015.0,11.0
2021-01-11 06:00:00,-0.7,76.3,1015.8,14.8
2021-01-11 07:00:00,-0.8,79.3,1015.4,8.5
2021-01-11 08:00:00,-1.1,74.1,1014.6,10.3
2021-01-11 09:00:00,-0.5,63.1,1014.8,17.7
2021-01-11 10:00:00,0.9,68.8,1011.7,10.2
2021-01-11 11:00:00,1.2,60.9,1013.9,8.7
2021-01-11 12:00:00,2.5,56.7,1012.7,13.8
2021-01-11 13:00:00,2.6,62.2,1013.1,11.9
2021-01-11 14:00:00,4.0,58.3,1013.9,12.7
2021-01-11 15:00:00,5.2,56.3,1013.9,14.3
2021-01-11 16:00:00,6.5,60.7,1013.6,13.6
2021-01-11 17:00:00,6.8,58.6,1012.2,14.0
2021-01-11 18:00:00,6.7,58.8,1012.9,14.2
2021-01-11 19:00:00,6.7,61.7,1011.6,12.6
2021-01-11 20:00:00,6.3,62.5,1010.9,19.1
2021-01-11 21:00:00,5.1,68.6,1010.6,14.0
2021-01-11 22:00:00,4.7,73.6,1010.7,13.0
2021-01-11 23:00:00,2.8,70.0,1010.6,8.3
2021-01-12 00:00:00,1.6,81.0,1009.4,20.0
2021-01-12 01:00:00,0.4,84.1,1009.7,12.7
2021-01-12 02:00:00,0.3,85.5,1008.6,10.0
2021-01-12 03:00:00,-0.7,88.7,1009.0,11.0
2021-01-12 04:00:00,-1.3,83.6,1008.3,13.3
2021-01-12 05:00:00,-2.5,83.6,1007.2,9.2
2021-01-12 06:00:00,-2.8,81.3,1007.8,10.7
2021-01-12 07:00:00,-1.8,80.1,1008.5,13.5
2021-01-12 08:00:00,-1.6,75.1,1008.1,16.9
2021-01-12 09:00:00,-1.0,71.1,1007.8,14.7
2021-01-12 10:00:00,0.1,62.6,1006.5,10.0
2021-01-12 11:00:00,0.6,64.5,1007.7,13.5
2021-01-12 12:00:00,1.6,53.4,1006.6,13.9
2021-01-12 13:00:00,1.0,54.7,1007.7,11.7
2021-01-12 14:00:00,1.9,53.7,1007.8,13.8
2021-01-12 15:00:00,3.7,55.3,1005.4,20.6
2021-01-12 16:00:00,5.4,48.8,1006.8,18.0
2021-01-12 17:00:00,5.1,63.8,1006.5,21.8
2021-01-12 18:00:00,5.3,61.3,1005.8,14.9
2021-01-12 19:00:00,4.9,68.6,1006.0,16.5
2021-01-12 20:00:00,4.6,67.1,1005.7,18.4
2021-01-12 21:00:00,4.2,70.7,1006.5,12.6
2021-01-12 22:00:00,3.2,77.4,1005.8,9.7
2021-01-12 23:00:00,1.9,79.2,1005.7,12.8
2021-01-13 00:00:00,1.2,78.5,1005.0,10.9
2021-01-13 01:00:00,0.1,82.3,1006.7,8.6
2021-01-13 02:00:00,-0.7,85.5,1004.9,13.5
2021-01-13 03:00:00,-1.7,87.9,1005.5,12.6
2021-01-13 04:00:00,-1.4,84.6,1005.4,9.5
2021-01-13 05:00:00,-1.2,82.8,1005.3,14.9
2021-01-13 06:00:00,-0.9,83.2,1005.0,17.0
2021-01-13 07:00:00,-1.4,77.9,1005.0,17.9
2021-01-13 08:00:00,-0.9,74.0,1006.7,12.3
2021-01-13 09:00:00,-0.9,65.8,1004.7,10.7
2021-01-13 10:00:00,0.0,66.5,1004.7,12.8
2021-01-13 11:00:00,1.9,65.8,1003.8,8.5
2021-01-13 12:00:00,3.0,57.5,1004.6,11.8
2021-01-13 13:00:00,3.4,56.0,1006.2,12.5
2021-01-13 14:00:00,4.5,58.6,1006.3,23.4
2021-01-13 15:00:00,5.7,52.2,1006.7,20.9
2021-01-13 16:00:00,6.3,53.5,1006.1,17.4
2021-01-13 17:00:00,6.9,57.3,1004.8,14.0
2021-01-13 18:00:00,7.1,55.9,1006.1,15.8
2021-01-13 19:00:00,5.9,65.9,1005.7,17.4
2021-01-13 20:00:00,4.9,61.9,1006.0,11.9
2021-01-13 21:00:00,4.3,67.6,1006.7,12.1
2021-01-13 22:00:00,4.6,75.1,1006.3,9.6
2021-01-13 23:00:00,4.5,78.1,1006.5,18.0
2021-01-14 00:00:00,4.2,77.3,1006.1,12.0
2021-01-14 01:00:00,3.2,84.6,1005.5,11.0
2021-01-14 02:00:00,2.6,80.4,1007.0,8.8
2021-01-14 03:00:00,2.4,86.3,1007.7,19.5
2021-01-14 04:00:00,1.1,88.4,1007.3,9.4
2021-01-14 05:00:00,0.6,80.0,1008.4,11.7
2021-01-14 06:00:00,0.7,83.0,1008.1,10.1
2021-01-14 07:00:00,1.2,73.2,1007.7,13.2
2021-01-14 08:00:00,1.5,74.4,1008.5,14.4
2021-01-14 09:00:00,1.3,66.4,1007.5,18.3
2021-01-14 10:00:00,1.4,69.6,1009.7,25.2
2021-01-14 11:00:00,2.6,61.5,1008.8,12.5
2021-01-14 12:00:00,3.8,58.4,1008.8,17.7
2021-01-14 13:00:00,5.2,54.3,1008.7,17.2
2021-01-14 14:00:00,5.5,52.1,1009.8,13.8
2021-01-14 15:00:00,5.5,53.8,1011.0,13.5
2021-01-14 16:00:00,6.7,54.4,1011.0,13.2
2021-01-14 17:00:00,7.2,57.8,1010.9,20.4
2021-01-14 18:00:00,7.9,54.0,1012.2,20.1
2021-01-14 19:00:00,7.8,64.5,1012.3,13.2
2021-01-14 20:00:00,7.8,61.6,1012.2,14.4
2021-01-14 21:00:00,6.8,66.2,1013.0,11.9
2021-01-14 22:00:00,5.5,74.7,1012.6,13.1
2021-01-14 23:00:00,4.1,75.5,1014.3,11.2
2021-01-15 00:00:00,3.6,78.1,1015.4,11.1
2021-01-15 01:00:00,2.2,82.4,1014.3,11.7
2021-01-15 02:00:00,2.5,83.3,1014.0,9.4
2021-01-15 03:00:00,1.4,81.1,1012.9,12.0
2021-01-15 04:00:00,1.8,88.0,1014.8,15.2
2021-01-15 05:00:00,0.8,82.1,1016.5,8.8
2021-01-15 06:00:00,-0.8,83.4,1015.2,10.2
2021-01-15 07:00:00,-0.0,78.5,1015.4,11.5
2021-01-15 08:00:00,0.4,83.5,1015.5,21.4
2021-01-15 09:00:00,0.9,72.3,1014.9,15.8
2021-01-15 10:00:00,1.8,68.0,1016.8,8.7
2021-01-15 11:00:00,1.7,61.6,1015.6,8.0
2021-01-15 12:00:00,2.9,60.5,1017.2,15.8
2021-01-15 13:00:00,3.1,55.6,1016.9,12.2
2021-01-15 14:00:00,3.9,56.4,1016.0,14.6
2021-01-15 15:00:00,5.2,60.0,1018.6,16.9
2021-01-15 16:00:00,6.5,55.9,1017.8,15.6
2021-01-15 17:00:00,7.1,55.3,1017.6,15.7
2021-01-15 18:00:00,7.1,58.3,1018.5,16.6
2021-01-15 19:00:00,6.9,53.6,1018.4,16.4
2021-01-15 20:00:00,6.1,68.3,1017.2,13.0
2021-01-15 21:00:00,4.4,75.3,1019.1,12.6
2021-01-15 22:00:00,3.9,69.7,1019.3,11.3
2021-01-15 23:00:00,2.3,81.1,1019.6,16.4
2021-01-16 00:00:00,2.3,85.3,1018.3,13.0
2021-01-16 01:00:00,1.9,83.4,1019.4,15.5
2021-01-16 02:00:00,0.8,85.1,1020.4,8.2
2021-01-16 03:00:00,0.3,88.3,1019.6,30.6
2021-01-16 04:00:00,-0.5,83.9,1020.2,10.2
2021-01-16 05:00:00,-1.1,84.1,1018.7,10.0
2021-01-16 06:00:00,-0.7,82.6,1021.5,19.3
2021-01-16 07:00:00,-1.2,71.4,1022.0,11.4
2021-01-16 08:00:00,-2.1,74.0,1019.3,14.5
2021-01-16 09:00:00,-1.4,73.6,1021.3,16.6
2021-01-16 10:00:00,-1.0,65.4,1021.9,9.8
2021-01-16 11:00:00,0.5,60.0,1020.5,13.9
2021-01-16 12:00:00,1.5,60.1,1021.6,40.8
2021-01-16 13:00:00,2.1,55.7,1023.3,25.3
2021-01-16 14:00:00,3.9,57.5,1020.2,17.2
2021-01-16 15:00:00,5.6,56.6,1021.1,17.0
2021-01-16 16:00:00,6.1,54.7,1022.5,15.1
2021-01-16 17:00:00,6.9,54.1,1021.9,17.6
2021-01-16 18:00:00,6.4,52.8,1020.3,17.1
2021-01-16 19:00:00,7.1,59.5,1021.1,17.6
2021-01-16 20:00:00,6.8,-12.0,1021.1,14.0
2021-01-16 21:00:00,5.5,67.8,1021.0,12.0
2021-01-16 22:00:00,3.1,77.2,1020.8,12.7
2021-01-16 23:00:00,4.0,81.7,1022.2,11.0
2021-01-17 00:00:00,3.8,78.7,1022.1,17.3
2021-01-17 01:00:00,3.4,81.8,1021.6,8.3
2021-01-17 02:00:00,1.3,82.8,1021.6,21.1
2021-01-17 03:00:00,-0.0,81.5,1019.7,11.6
2021-01-17 04:00:00,-0.1,85.9,1021.6,8.1
2021-01-17 05:00:00,0.5,80.3,1020.3,16.1
2021-01-17 06:00:00,-0.5,79.3,1021.0,45.0
2021-01-17 07:00:00,-0.1,76.8,1019.4,15.3
2021-01-17 08:00:00,0.3,72.8,1021.3,11.0
2021-01-17 09:00:00,0.6,68.8,1019.4,18.5
2021-01-17 10:00:00,1.4,61.9,1020.7,10.8
2021-01-17 11:00:00,3.6,63.4,1019.5,8.7
2021-01-17 12:00:00,4.4,60.9,1019.0,11.4
2021-01-17 13:00:00,5.9,62.9,1018.7,19.9
2021-01-17 14:00:00,6.4,59.8,1018.7,13.3
2021-01-17 15:00:00,6.7,51.5,1018.7,13.3
2021-01-17 16:00:00,7.4,54.9,1018.0,17.5
2021-01-17 17:00:00,6.8,59.1,1017.6,21.7
2021-01-17 18:00:00,7.1,59.6,1017.6,18.1
2021-01-17 19:00:00,6.4,62.8,1017.2,17.4
2021-01-17 20:00:00,5.3,66.2,1017.3,14.8
2021-01-17 21:00:00,6.5,71.5,1016.4,12.3
2021-01-17 22:00:00,6.0,74.3,1016.4,10.4
2021-01-17 23:00:00,5.4,75.5,1016.6,14.3
2021-01-18 00:00:00,4.4,74.7,1017.1,10.3
2021-01-18 01:00:00,3.4,80.6,1016.2,11.1
2021-01-18 02:00:00,2.5,86.7,1016.7,10.4
2021-01-18 03:00:00,2.0,83.3,1015.5,18.0
2021-01-18 04:00:00,1.7,86.7,1015.0,15.2
2021-01-18 05:00:00,0.9,79.4,1015.3,11.5
2021-01-18 06:00:00,0.6,81.2,1015.9,25.0
2021-01-18 07:00:00,0.4,78.1,1015.5,8.3
2021-01-18 08:00:00,-0.6,74.1,1013.9,11.8
2021-01-18 09:00:00,-0.6,71.8,1013.4,18.7
2021-01-18 10:00:00,0.1,61.1,1013.3,12.2
2021-01-18 11:00:00,1.5,63.8,1014.5,8.4
2021-01-18 12:00:00,1.4,59.3,1012.8,15.0
2021-01-18 13:00:00,4.3,63.0,1014.4,13.0
2021-01-18 14:00:00,5.2,52.9,1013.9,12.6
2021-01-18 15:00:00,5.5,51.5,1012.3,12.6
2021-01-18 16:00:00,6.4,57.6,1011.2,17.5
2021-01-18 17:00:00,6.8,54.3,1011.7,17.7
2021-01-18 18:00:00,7.9,67.2,1011.4,14.9
2021-01-18 19:00:00,7.2,64.2,1010.3,18.5
2021-01-18 20:00:00,6.6,71.4,1010.1,31.1
2021-01-18 21:00:00,6.8,65.4,1009.9,17.0
2021-01-18 22:00:00,6.0,73.2,1008.3,16.9
2021-01-18 23:00:00,5.4,78.1,1009.0,14.4
2021-01-19 00:00:00,4.2,79.7,1009.0,17.2
2021-01-19 01:00:00,2.7,85.7,1010.5,8.2
2021-01-19 02:00:00,2.2,84.0,1009.9,8.8
2021-01-19 03:00:00,1.6,83.9,1008.2,15.5
2021-01-19 04:00:00,2.1,81.6,1008.7,8.7
2021-01-19 05:00:00,1.3,83.7,1009.2,13.4
2021-01-19 06:00:00,0.5,80.2,1009.1,10.1
2021-01-19 07:00:00,1.7,74.4,1009.1,14.4
2021-01-19 08:00:00,1.2,70.3,1007.4,9.4
2021-01-19 09:00:00,1.3,68.0,1007.4,26.0
2021-01-19 10:00:00,1.7,68.5,1007.7,9.9
2021-01-19 11:00:00,3.4,58.4,1008.7,15.9
2021-01-19 12:00:00,4.0,60.9,1006.6,28.9
2021-01-19 13:00:00,4.2,60.1,1005.0,18.7
2021-01-19 14:00:00,4.8,57.9,1006.5,14.5
2021-01-19 15:00:00,5.0,54.9,1007.4,13.5
2021-01-19 16:00:00,4.3,53.8,1006.2,17.6
2021-01-19 17:00:00,4.7,55.1,1005.9,18.5
2021-01-19 18:00:00,4.3,58.6,1006.8,19.1
2021-01-19 19:00:00,4.9,66.7,1006.7,12.4
2021-01-19 20:00:00,3.6,64.0,1004.2,22.1
2021-01-19 21:00:00,4.4,68.0,1005.8,27.1
2021-01-19 22:00:00,3.6,77.8,1005.9,13.6
2021-01-19 23:00:00,3.0,72.8,1005.2,21.8
2021-01-20 00:00:00,2.8,79.6,1005.8,20.6
2021-01-20 01:00:00,1.9,86.0,1005.4,11.4
2021-01-20 02:00:00,2.7,81.5,1006.8,8.0
2021-01-20 03:00:00,1.4,83.7,1005.1,28.4
2021-01-20 04:00:00,0.5,93.3,1004.4,21.9
2021-01-20 05:00:00,0.0,85.0,1004.5,9.1
